CGA ,Série ,RGN ,RGD ,Genotipado ,IGe,ACC_IGe,DIPP,ACC_DIPP,DPE365,ACC_DPE365,DPE450,ACC_DPE450,DPN,ACC_DPN,MP120,ACC_MP120,MP210,ACC_MP210,DP120,ACC_DP120,DP210,ACC_DP210,DP365,ACC_DP365,DP450,ACC_DP450,DPAC,ACC_DPAC
1968340,AGMI,D7548,,,"-0,07",7,"0,17",4,"-0,49",6,"-0,64",6,"0,57",6,"-0,43",5,"-0,24",5,"-1,15",11,"-1,88",10,"-3,24",12,"-1,84",12,"-2,11",4
2277024,AGMI,D8774,,,"-0,07",7,"-0,13",2,"0,09",5,"0,22",5,"0,02",6,"-0,21",4,"-0,22",4,"-0,59",14,"-0,60",15,"1,62",14,"1,24",14,"0,57",2
2804932,AGMI,E5184,,,"-0,07",9,"0,02",2,"0,14",4,"0,19",5,"0,54",27,"-0,17",4,"-0,28",4,"0,80",13,"0,82",14,"-1,60",20,"-1,95",23,"1,30",2
2922069,AGMI,E7728,,,"-0,07",10,"0,28",2,"-0,17",24,"-0,43",29,"-0,43",27,"-0,16",4,"-0,20",4,"1,45",14,"1,49",15,"-2,23",20,"-2,75",23,"0,48",2
3197989,AGMI,F1166,,,"-0,07",8,,0,"-0,05",1,"0,49",27,,0,"-0,17",1,"-0,22",1,"-0,52",10,"-0,48",10,"-1,21",16,"0,14",18,,0
3664643,AGMI,F3949,,,"-0,07",7,"-0,05",2,"0,15",2,"0,20",2,"-0,82",27,"0,25",3,"0,30",3,"0,33",4,"0,17",4,"-3,93",19,"-2,03",21,"0,59",2
319695,AGMI,B6949,,,"-0,07",6,"-0,15",7,"0,02",1,"0,00",1,"0,09",6,"0,25",7,"0,33",7,"-0,09",12,"-0,84",13,"0,36",19,"0,84",12,"0,19",1
149093,AGMI,A735,,,"-0,07",3,"-0,11",5,"-0,02",1,"-0,01",1,"0,42",15,"0,05",8,"0,06",8,"0,02",5,"-0,01",5,"0,21",5,"0,26",5,"-0,32",1
1467319,AGMI,B8983,,,"-0,07",2,"0,01",1,"0,01",1,"0,01",1,"0,02",1,"-0,12",1,"-0,16",1,"-0,02",2,"-0,04",2,"0,07",2,"-0,11",4,,0
632557,AGMI,C701,,,"-0,07",11,"0,12",3,"-0,30",24,"-0,77",30,"-0,61",26,"0,54",5,"0,80",5,"-0,11",13,"-0,71",14,"-0,50",19,"0,39",22,"-1,18",4
791724,AGMI,C2286,,,"-0,07",8,"-0,16",1,"0,01",3,"0,05",2,"-0,34",26,"0,19",4,"0,26",4,"-0,65",12,"-0,94",13,"-1,39",12,"0,08",21,"0,61",2
790655,AGMI,C2448,,,"-0,07",9,"-0,28",5,"0,08",2,"0,04",1,"-0,08",26,"-0,09",4,"-0,17",4,"1,07",11,"1,80",12,"-3,16",18,"-4,47",21,"0,88",4
1204378,AGMI,C6854,,,"-0,07",6,"-0,07",1,"-0,05",2,"0,00",1,"-0,47",26,"0,09",4,"0,08",4,"0,00",13,"-0,24",14,"0,26",13,"1,70",13,"-0,35",2
1562674,AGMI,D1948,,,"-0,07",6,"0,02",1,"0,02",2,"-0,01",1,"-0,93",7,"-0,55",3,"-0,74",3,"0,19",13,"0,30",14,"-0,36",13,"0,45",13,"-0,26",2
1741664,AGMI,D3846,,,"-0,07",11,"-0,17",2,"0,27",5,"0,29",29,"-0,31",9,"-0,32",5,"-0,48",5,"0,24",14,"0,14",15,"-3,93",21,"-1,39",24,"-0,41",2
162349,AGMI,B2914,,,"-0,08",12,"-0,31",6,"-0,35",6,"-0,63",7,"-0,63",18,"-0,68",13,"-0,85",13,"0,78",18,"1,74",19,"-2,94",25,"-0,22",28,"1,09",7
791248,AGMI,C3738,C3738,,"-0,08",12,"-0,30",7,"0,23",7,"0,25",6,"0,71",29,"0,32",9,"0,49",9,"-1,56",15,"-3,06",16,"-0,44",22,"-3,56",24,"2,18",4
3987794,AGMI,B8614,,,"-0,08",3,"0,22",2,"-0,06",3,"-0,05",2,"-0,28",26,"0,04",4,"0,03",4,"-0,04",3,"-0,18",4,"-1,02",4,"-0,02",5,"0,32",2
622187,AGMI,B9056,,,"-0,08",9,"-0,04",2,"-0,06",23,"0,13",28,"-0,42",25,"0,10",3,"0,13",3,"-0,34",11,"-0,13",12,"2,29",18,"-0,12",21,"-0,42",2
622589,AGMI,B9822,,,"-0,08",10,"-0,20",2,"-0,07",3,"0,07",3,"-1,46",27,"-0,12",5,"-0,10",5,"-0,11",13,"0,45",14,"-0,42",21,"-2,48",23,"1,00",2
622711,AGMI,B9990,,,"-0,08",6,"0,14",1,"-0,02",4,"0,03",3,"0,30",26,"-0,01",4,"-0,01",4,"-0,26",11,"-0,34",11,"-1,30",12,"0,31",12,"-0,66",1
790167,AGMI,C1604,,,"-0,08",15,"-0,18",7,"-0,21",15,"-0,06",16,"0,73",32,"-0,31",11,"-0,18",11,"-2,12",20,"-1,92",21,"-2,54",26,"-4,76",28,"1,91",8
1000564,AGMI,C5440,,,"-0,08",11,"-0,40",5,"-0,11",4,"-0,17",5,"-0,18",27,"-0,71",5,"-0,90",5,"-1,03",14,"-1,29",14,"-4,61",21,"-5,41",23,"1,48",6
2211427,AGMI,D3569,,,"-0,08",5,,0,,0,,0,,0,,0,,0,,0,,0,"-1,11",16,"-0,27",19,,0
1969830,AGMI,D5391,,,"-0,08",7,"-0,21",2,"0,13",3,"0,10",3,"0,49",7,"-0,24",3,"-0,32",3,"-0,07",13,"0,35",14,"-2,51",20,"-1,05",12,"0,22",2
1967863,AGMI,D6905,,,"-0,08",7,"-0,08",2,"0,07",4,"-0,03",3,"0,67",8,"0,95",4,"1,29",4,"-0,39",13,"-0,44",14,"-1,41",20,"0,19",14,"0,90",2
2210546,AGMI,D8625,,,"-0,08",16,"0,08",7,"0,04",14,"0,26",14,"0,76",17,"1,20",10,"1,55",10,"-0,54",22,"-1,13",23,"-4,01",28,"-3,48",31,"1,28",6
2210661,AGMI,D8708,,,"-0,08",17,"-0,32",9,"-0,21",15,"-0,03",13,"-0,05",18,"-0,90",13,"-1,20",13,"-0,03",21,"-0,23",23,"-2,23",27,"-1,56",31,"0,81",9
2386738,AGMI,D9913,,,"-0,08",7,"-0,17",3,"0,04",5,"-0,01",5,"-1,89",27,"0,54",4,"0,68",4,"-1,29",12,"-2,29",13,"-0,06",20,"-0,04",12,"1,17",3
2386624,AGMI,E1233,,,"-0,08",10,"-0,18",2,"0,13",4,"0,07",5,"-0,31",27,"0,29",5,"0,41",5,"-0,16",13,"-0,14",14,"-3,45",20,"-3,08",23,"1,06",3
2632563,AGMI,E3106,,,"-0,08",14,"0,22",4,"-0,15",14,"-0,06",15,"-0,63",33,"0,91",8,"1,20",8,"0,56",20,"-0,20",22,"-1,78",28,"-2,13",30,"-0,77",4
2632647,AGMI,E3362,,,"-0,08",12,"-0,07",3,"-0,17",25,"0,01",30,"-1,27",28,"-0,40",6,"-0,44",6,"-1,14",14,"-1,29",15,"-4,28",21,"-2,70",24,"2,17",4
3402913,AGMC,F2123,,,"-0,08",6,"-0,12",2,"0,09",3,"0,12",1,"-0,30",27,"-0,40",3,"-0,57",3,"0,15",12,"-0,66",12,"-0,98",13,"-1,13",13,"0,46",2
3663138,AGMI,F4211,,,"-0,08",7,,0,"-0,02",21,"-0,39",25,,0,"0,15",1,"0,20",1,"0,62",7,"1,04",8,"-4,19",15,"-1,02",18,,0
3664162,AGMI,F4840,,,"-0,09",9,"-0,19",2,"-0,03",4,"0,05",4,"0,43",8,"-0,33",4,"-0,36",4,"-0,57",13,"-0,74",14,"-2,41",20,"-2,07",22,"1,29",2
3987222,AGMI,F6273,,,"-0,09",6,,0,"0,02",1,"0,02",1,,0,"0,10",1,"0,11",1,"0,17",9,"-0,13",9,"1,01",8,"-0,44",17,,0
320829,AGMI,B6944,,,"-0,09",7,"-0,12",7,"0,03",1,"0,04",1,"0,49",7,"1,10",7,"1,44",7,"-0,36",13,"-1,25",13,"1,65",19,"0,65",13,"0,13",3
999624,AGMI,C4251,,,"-0,09",12,"-0,10",7,"0,17",7,"0,26",7,"-0,35",17,"-0,30",12,"-0,32",11,"-0,45",17,"-0,29",18,"1,70",24,"1,63",27,"0,67",8
126210,AGMI,6603,6603,,"-0,09",9,"-0,14",6,"0,02",10,"-0,02",12,"-0,31",26,"0,13",13,"0,20",13,"0,21",15,"0,46",16,"1,57",16,"-1,13",17,"1,35",6
167891,AGMI,B3555,,,"-0,09",9,"0,26",7,"-0,09",3,"-0,02",2,"0,13",11,"0,37",9,"0,51",8,"0,41",6,"0,70",6,"-2,90",21,"-3,47",24,"0,10",5
320368,AGMI,B6117,,,"-0,09",12,"-0,15",7,"0,02",5,"0,25",5,"-0,34",25,"0,68",5,"0,82",5,"-1,57",13,"-2,32",14,"-4,18",19,"-4,27",22,"1,78",7
791717,AGMI,C2237,,,"-0,09",9,"-0,03",1,"0,04",3,"-0,08",2,"0,17",26,"0,34",4,"0,49",4,"0,05",12,"0,30",13,"-1,39",19,"-2,29",22,"-0,01",2
1204575,AGMI,C7039,,,"-0,09",8,"-0,10",2,"0,06",2,"-0,14",2,"0,42",26,"-0,53",4,"-0,72",4,"-0,21",11,"-0,49",12,"-0,75",19,"0,12",21,"0,72",2
1741378,AGMI,D3946,,,"-0,09",2,"-0,09",1,"-0,16",22,"-0,17",1,"1,74",27,"0,57",3,"0,71",3,"0,41",2,"0,34",3,"2,21",18,"-0,84",4,"-0,11",1
1741677,AGMI,D4331,,,"-0,09",8,"-0,19",2,"-0,16",2,"-0,33",2,"-0,23",6,"-0,18",4,"-0,21",4,"0,14",11,"0,39",13,"-0,61",18,"-0,54",21,"0,62",2
1969316,AGMI,D5764,,,"-0,09",7,"0,15",2,"-0,01",5,"-0,23",5,"-0,34",8,"0,66",4,"0,83",4,"0,61",13,"0,73",14,"0,71",14,"-1,45",14,"0,38",2
1969596,AGMI,D6059,,,"-0,09",5,"-0,09",1,"-0,02",2,"-0,03",1,"0,06",3,"0,04",2,"0,04",2,"-0,20",10,"-0,35",11,"-0,54",17,"-2,22",10,"0,14",1
1969647,AGMI,D6546,,,"-0,09",6,"-0,02",2,"0,27",3,"0,01",2,"-0,77",26,"0,36",4,"0,46",4,"-0,08",13,"-0,10",14,"1,61",20,"-0,54",13,"-0,23",2
2277018,AGMI,D8743,,,"-0,09",12,"0,06",4,"-0,24",23,"-0,28",30,"0,43",7,"-0,49",6,"-0,66",6,"1,59",14,"1,51",15,"-3,25",19,"-4,10",23,"-0,27",4
2386205,AGMI,D9902,,,"-0,09",7,"0,17",1,"-0,14",6,"0,01",7,"-0,34",27,"0,18",4,"0,22",4,"0,03",14,"0,10",15,"-1,66",21,"-4,55",15,"-0,01",2
2386598,AGMI,E1168,,,"-0,09",11,"-0,06",3,"0,09",5,"0,13",5,"0,78",8,"-1,11",5,"-1,42",5,"0,03",14,"0,19",15,"-2,59",21,"-1,73",24,"-0,69",4
2634925,AGMI,E3513,,,"-0,09",11,"0,04",3,"-0,03",6,"-0,18",5,"-0,12",27,"-0,52",5,"-0,55",5,"0,01",14,"0,08",15,"-2,13",21,"-1,86",23,"-0,10",3
3202100,AGMI,F1032,,,"-0,09",9,"-0,12",4,"-0,06",7,"-0,12",7,"-0,17",9,"-0,34",6,"-0,42",6,"-0,82",15,"-1,98",16,"-2,49",15,"-2,37",15,"1,13",4
1969721,AGMI,D7186,,,"-0,10",7,"0,11",2,"0,11",4,"-0,21",2,"-0,48",5,"0,09",4,"0,14",4,"0,29",13,"0,54",14,"-0,46",13,"-0,84",14,"0,41",2
2210148,AGMI,D8010,,,"-0,10",19,"-0,10",8,"-0,06",28,"-0,56",34,"0,67",21,"-0,57",13,"-0,71",13,"-0,53",22,"-0,87",24,"-3,12",28,"-6,05",31,"-0,30",9
2277153,AGMI,D9352,,,"-0,10",9,"-0,01",2,"-0,35",23,"0,56",29,"0,52",4,"-0,11",3,"-0,16",3,"0,50",11,"0,87",12,"-2,67",19,"-0,57",22,"-1,04",2
2634319,AGMI,E1812,,,"-0,10",11,"-0,14",2,"-0,02",7,"-0,02",7,"-0,63",28,"0,17",5,"0,25",5,"-0,66",14,"-0,81",15,"-4,82",21,"-6,52",24,"1,28",3
2804906,AGMI,E4724,,,"-0,10",10,"-0,09",2,"-0,09",5,"0,22",3,"0,43",28,"0,20",4,"0,23",4,"1,12",14,"1,47",15,"-1,79",21,"-3,50",23,"0,91",2
2920534,AGMI,E6915,,,"-0,10",8,,0,"0,18",22,"0,26",27,,0,"0,01",1,"-0,01",1,"-0,28",10,"-1,03",11,"0,79",16,"0,38",18,,0
3202242,AGMI,F1509,,,"-0,10",11,"-0,23",3,"0,30",25,"-0,06",30,"0,18",9,"0,14",5,"0,20",5,"-0,58",14,"-1,14",15,"-3,03",21,"-4,50",23,"0,45",4
3663376,AGMI,F5299,,,"-0,10",6,"0,08",4,"-0,12",5,"-0,22",6,"0,46",8,"-0,36",5,"-0,46",5,"-0,43",6,"-0,91",7,"-2,19",7,"-2,58",7,"-0,67",3
4528564,AGMI,G702,,,"-0,10",7,,0,"-0,02",1,"-0,02",1,,0,"-0,14",1,"-0,18",1,"-0,45",9,"-0,49",10,"-7,63",16,"0,54",19,,0
5075422,AGMI,G3854,,,"-0,10",11,"-0,10",2,"-0,19",24,"-0,18",30,"1,15",27,"-0,22",4,"-0,26",4,"0,64",14,"1,39",15,"-5,22",20,"-6,24",23,"1,60",2
1000341,AGMI,C5198,,,"-0,10",12,"-0,16",7,"0,04",5,"-0,17",5,"0,63",27,"0,30",9,"0,43",9,"-1,74",15,"-2,32",17,"-3,51",22,"-4,61",24,"2,85",6
1467305,AGMI,B8202,,,"-0,10",1,"0,25",1,,0,"-0,01",1,"-0,27",24,"-0,02",1,"-0,03",1,"-0,02",1,"-0,04",1,"-0,08",1,"-0,08",1,,0
470314,AGMI,B8375,,,"-0,10",9,"0,05",7,"-0,08",4,"-0,23",4,"0,54",25,"-0,77",5,"-1,02",5,"0,07",13,"-0,24",13,"-2,57",12,"-3,64",12,"-0,73",6
622368,AGMI,B9405,,,"-0,10",9,"-0,08",2,"-0,15",23,"-0,34",28,"0,95",26,"0,23",4,"0,25",4,"-0,70",12,"-1,69",13,"2,84",19,"0,23",22,"1,56",2
642517,AGMI,C851,,,"-0,10",7,"-0,05",4,"0,02",1,"0,02",1,"0,20",24,"-0,18",2,"-0,23",2,"-0,89",12,"-1,52",13,"-0,49",10,"0,67",12,"-0,43",4
791140,AGMI,C3627,,,"-0,10",10,"-0,13",4,"-0,08",4,"-0,13",3,"-1,17",26,"-0,25",5,"-0,32",5,"-1,29",13,"-2,35",14,"-3,35",19,"-1,88",22,"1,16",5
999799,AGMI,C4441,,,"-0,10",6,"0,18",4,"-0,01",1,"-0,01",1,"-0,13",25,"-0,17",3,"-0,27",3,"-0,97",11,"-2,17",12,"-0,97",10,"-0,81",10,"0,87",4
1000180,AGMI,C4992,,,"-0,10",10,"-0,21",5,"-0,36",5,"-0,30",5,"-0,64",26,"-0,53",4,"-0,71",4,"-1,68",12,"-2,33",13,"-4,20",19,"-2,43",22,"1,73",5
3987942,AGMI,C5792,,,"-0,10",2,"0,01",1,"-0,04",1,"-0,03",2,"-0,15",26,"0,50",3,"0,65",3,"0,44",3,"0,56",3,"-0,59",3,"-1,73",4,"-0,42",2
1204560,AGMI,C7004,,,"-0,10",7,"0,06",2,"0,12",23,"-0,37",28,"2,76",26,"0,71",3,"0,94",3,"0,66",3,"0,93",3,"1,81",18,"-1,13",21,"-0,84",2
1204679,AGMI,C7161,,,"-0,10",4,"-0,15",2,"-0,07",4,"-0,04",3,"-0,49",27,"0,23",4,"0,26",4,"0,43",6,"0,32",6,"1,02",7,"-0,10",7,"1,32",2
1741242,AGMI,D3524,,,"-0,10",4,"0,06",2,"-0,21",3,"-0,32",3,"0,94",27,"0,41",4,"0,48",4,"0,26",5,"0,03",6,"-1,43",7,"-1,53",7,"1,46",2
1967638,AGMI,D6550,,,"-0,10",7,"0,12",3,"-0,10",4,"-0,16",3,"0,19",7,"0,20",5,"0,17",5,"1,15",13,"1,23",14,"1,29",20,"0,73",13,"0,06",3
124376,AGMI,6265,,,"-0,11",6,"0,12",6,"0,15",8,"0,22",8,"0,18",17,"-0,39",12,"-0,47",12,"-0,23",10,"-0,08",11,"-2,76",13,"0,07",11,"0,41",7
115954,AGMI,4641,,,"-0,11",10,"-0,51",9,"-0,35",9,"-0,14",10,"-0,30",25,"-0,51",16,"-0,57",15,"-0,18",15,"0,29",15,"-0,05",18,"-1,12",19,"1,45",9
622446,AGMI,B9537,,,"-0,11",10,"-0,02",3,"-0,11",5,"-0,18",5,"1,13",27,"-0,27",6,"-0,30",6,"-0,97",13,"-1,91",14,"-3,11",20,"-4,65",22,"1,00",4
622821,AGMI,C193,,,"-0,11",10,"-0,06",1,"0,40",25,"0,61",30,"1,14",26,"-1,08",4,"-1,44",4,"0,41",14,"1,27",15,"-1,51",20,"-0,80",23,"0,16",1
790549,AGMI,C1986,,,"-0,11",9,"-0,14",4,"0,02",2,"0,03",1,"-0,38",25,"-0,16",3,"-0,22",3,"0,53",11,"0,45",12,"0,97",18,"-1,31",21,"1,46",4
1000410,AGMI,C5332,,,"-0,11",10,"0,00",5,"0,28",23,"0,57",28,"-0,56",26,"-0,34",4,"-0,41",4,"-1,51",12,"-1,53",13,"-4,23",18,"-2,36",21,"0,71",4
1203846,AGMI,C6155,,,"-0,11",4,"0,28",2,"-0,01",4,"-0,17",3,"-1,33",27,"0,74",4,"1,04",4,"-0,21",5,"-0,52",6,"-0,83",20,"-1,69",6,"0,10",2
1205179,AGMI,C7714,,,"-0,11",6,"-0,12",1,"-0,02",2,"-0,05",1,"0,28",27,"-0,31",2,"-0,42",2,"0,17",12,"0,35",13,"-1,82",12,"-0,19",12,"-0,21",1
1969319,AGMI,D5813,,,"-0,11",6,"-0,08",2,"-0,04",3,"-0,13",3,"0,17",6,"0,23",4,"0,25",4,"-0,93",12,"-1,62",13,"2,30",19,"-0,03",12,"1,56",2
1967629,AGMI,D6293,,,"-0,11",19,"-0,09",9,"-0,53",30,"-0,60",34,"0,14",22,"-0,25",13,"-0,30",13,"-0,39",23,"-1,13",24,"-3,78",29,"-3,97",32,"1,08",9
1969369,AGMI,D7437,,,"-0,11",7,"-0,16",2,"0,22",3,"0,21",2,"0,37",5,"0,27",4,"0,29",4,"-0,85",13,"-2,47",14,"-0,64",14,"0,14",14,"1,19",2
2368210,AGMI,E720,,,"-0,11",7,,0,"-0,03",1,"-0,03",1,,0,"-0,16",1,"-0,22",1,"-0,78",9,"-1,48",10,"0,04",16,"1,65",19,,0
2804568,AGMI,E4729,,,"-0,11",9,"0,29",1,"-0,17",4,"-0,15",5,"-0,83",27,"-0,33",3,"-0,38",3,"-0,39",13,"-0,62",14,"-4,11",20,"-2,09",23,"-0,93",2
2802569,AGMI,E5231,,,"-0,11",10,"-0,25",3,"0,18",5,"-0,33",29,"-0,80",28,"0,04",5,"0,12",5,"0,61",6,"1,03",7,"-0,78",8,"-7,59",24,"0,50",3
3402933,AGMI,F3172,,,"-0,11",8,"-0,18",1,"0,18",1,"0,25",1,"0,96",8,"0,50",3,"0,65",3,"1,60",4,"2,37",5,"2,50",6,"-4,59",23,"0,72",2
3663161,AGMI,F4300,,,"-0,11",7,,0,"-0,06",1,"-0,06",1,,0,"-0,08",1,"-0,09",1,"-0,13",9,"0,12",10,"-0,56",16,"0,04",18,,0
3664172,AGMI,F5129,,,"-0,11",9,"0,02",1,"-0,02",3,"-0,18",2,"0,22",6,"0,02",3,"0,03",3,"0,64",12,"1,06",13,"1,82",19,"-0,76",21,"0,20",1
4231130,AGMI,F8076,,,"-0,11",5,"-0,25",2,"0,04",3,"0,00",3,"0,94",27,"0,28",3,"0,40",3,"-0,46",11,"-0,73",11,"-1,88",11,"-2,15",10,"0,68",2
4527201,AGMI,F9530,,,"-0,11",9,"-0,24",3,"-0,34",24,"-0,91",29,"0,75",27,"1,44",4,"1,96",4,"0,93",5,"1,07",6,"-2,32",20,"-4,30",23,"0,05",2
3384089,AGMI,F2329,,,"-0,12",4,,0,"0,00",1,"0,00",1,,0,"-0,01",1,"-0,02",1,"-0,10",10,"-0,25",10,"-0,18",8,"-0,11",8,,0
4552660,AGMI,F7857,,,"-0,12",4,"-0,05",1,"-0,11",3,"-0,10",3,"0,12",26,"-0,71",3,"-0,95",3,"-0,29",4,"-0,32",5,"0,24",6,"1,36",7,"0,11",2
999993,AGMI,C4641,,,"-0,12",7,"-0,09",7,"0,41",3,"0,44",3,"0,54",29,"-0,16",11,"-0,21",11,"0,16",8,"0,21",9,"0,90",11,"0,81",12,"-1,14",8
167883,AGMI,B3547,,,"-0,12",10,"-0,15",6,"-0,05",1,"-0,07",1,"-0,24",19,"0,25",11,"0,23",11,"0,40",15,"0,12",17,"2,04",21,"-0,05",23,"0,80",8
622351,AGMI,B9374,B9374,,"-0,12",10,"0,01",7,"-0,07",4,"-0,17",4,"0,40",31,"0,97",11,"1,22",11,"0,38",15,"-0,11",16,"2,84",21,"-0,75",24,"1,23",8
791432,AGMI,C1638,C1638,,"-0,12",9,"0,10",6,"-0,22",4,"-0,08",4,"1,43",27,"0,21",4,"0,27",4,"-0,37",13,"-0,73",14,"0,37",20,"0,05",23,"0,36",2
1204217,AGMI,C6620,,,"-0,12",10,"-0,11",7,"-0,03",9,"-0,14",11,"-0,36",29,"0,00",5,"0,03",5,"0,00",13,"0,30",14,"0,86",21,"-0,74",24,"0,15",2
622166,AGMI,B9023,,,"-0,12",9,"-0,18",1,"0,65",23,"0,71",28,"-1,11",25,"-0,22",3,"-0,30",3,"-0,03",11,"-0,12",10,"1,91",19,"-1,23",22,"0,52",1
622512,AGMI,B9676,,,"-0,12",8,"-0,06",2,"0,02",2,"0,01",2,"-0,50",25,"-0,06",3,"-0,03",3,"0,41",12,"1,23",13,"1,40",18,"-1,27",21,"0,48",2
999468,AGMI,C3967,,,"-0,12",10,"-0,18",5,"-0,04",4,"-0,12",2,"0,05",9,"0,40",4,"0,53",4,"-1,38",13,"-2,39",14,"0,55",20,"-2,45",22,"1,42",5
1204471,AGMI,C6878,,,"-0,12",7,"-0,07",2,"-0,04",24,"-0,12",3,"1,43",27,"-0,14",4,"-0,17",4,"-0,23",13,"-0,52",14,"0,30",20,"0,41",13,"0,13",2
1205355,AGMI,C7894,,,"-0,12",6,"0,18",2,"-0,13",3,"-0,40",3,"1,16",25,"-0,07",4,"0,02",3,"0,68",13,"1,56",14,"-1,92",13,"-2,35",13,"-0,93",2
1224359,AGMI,C8335,,,"-0,12",6,"-0,01",2,"0,03",4,"0,20",5,"0,63",26,"-0,14",4,"-0,14",4,"-0,51",12,"-0,67",13,"-1,05",12,"-0,73",12,"0,85",2
1440846,AGMI,C9682,,,"-0,12",15,"-0,48",8,"0,06",15,"0,13",15,"-1,38",33,"0,67",13,"0,94",13,"-2,80",22,"-4,05",23,"-3,19",23,"-3,18",23,"2,10",8
1737338,AGMI,D3137,,,"-0,12",4,"-0,14",2,"-0,30",24,"-0,06",3,"-0,81",26,"0,16",4,"0,15",4,"-0,16",5,"-0,30",5,"0,28",20,"0,65",7,"-0,04",2
2386781,AGMI,E36,,,"-0,12",9,"-0,06",3,"-0,05",6,"0,02",6,"-0,19",9,"-1,73",5,"-2,27",5,"-0,83",14,"-1,64",15,"2,24",21,"-1,27",15,"-0,07",4
2483935,AGMI,E1442,,,"-0,12",9,"-0,20",4,"-0,16",16,"-0,11",5,"-0,63",28,"0,16",5,"0,39",5,"-1,59",14,"-2,51",15,"-4,43",16,"-4,86",17,"1,37",4
2634805,AGMI,E3158,,,"-0,12",7,"-0,09",1,"-0,10",6,"-0,27",6,"2,36",27,"-0,32",5,"-0,41",5,"-1,13",13,"-1,77",14,"-2,34",20,"-0,43",14,"0,40",1
3085748,AGMI,E9394,,,"-0,12",10,"-0,27",4,"-0,20",23,"-0,06",29,"1,77",9,"0,13",2,"0,13",2,"0,03",12,"-0,67",13,"-6,92",19,"-4,12",22,"0,88",3
2276834,AGMI,D7658,,,"-0,13",11,"-0,25",3,"-0,55",25,"-0,77",30,"-0,18",9,"0,47",6,"0,70",6,"0,14",12,"0,41",12,"-5,86",21,"-8,28",24,"2,67",4
2386625,AGMI,E1230,,,"-0,13",11,"0,05",4,"-0,01",6,"0,08",6,"1,95",28,"0,20",6,"0,31",6,"0,90",15,"0,63",16,"-4,46",21,"-6,18",24,"0,46",4
2635117,AGMI,E2579,,,"-0,13",11,"0,05",2,"-0,15",24,"-0,12",29,"0,74",28,"-0,46",5,"-0,55",5,"-0,52",14,"-0,90",15,"-2,30",21,"-1,84",23,"0,92",3
2634836,AGMI,E3246,,,"-0,13",10,"-0,12",2,"-0,02",24,"0,33",29,"-1,27",27,"-0,33",4,"-0,37",4,"-1,09",13,"-1,00",14,"-4,08",20,"0,57",23,"-0,49",2
2805449,AGMI,E5408,,,"-0,13",11,"-0,07",3,"0,48",21,"0,44",24,"-1,46",27,"-0,15",5,"-0,08",5,"-2,26",14,"-3,45",15,"-2,15",19,"-1,53",20,"1,53",4
2921845,AGMI,E6941,,,"-0,13",9,"-0,03",2,"-0,32",5,"-0,31",4,"-0,90",27,"-0,21",4,"-0,34",4,"-0,79",13,"-1,30",14,"-2,46",20,"-0,70",22,"-0,40",2
3663155,AGMI,F4195,,,"-0,13",6,,0,"-0,02",1,"-0,02",1,,0,"-0,10",1,"-0,14",1,"-0,47",9,"-0,86",9,"1,28",15,"0,68",17,,0
3664762,AGMI,F4296,,,"-0,13",8,,0,"-0,15",22,"0,20",27,,0,"0,01",1,"0,01",1,"0,08",9,"0,23",10,"1,10",16,"-0,90",18,,0
3664773,AGMI,F4016,,,"-0,13",7,,0,"0,06",1,"0,06",1,,0,"0,16",1,"0,19",1,"0,35",9,"0,04",10,"-4,18",16,"-1,04",19,,0
3987333,AGMI,F6970,,,"-0,13",9,"-0,15",2,"-0,09",4,"-0,23",3,"0,06",8,"0,25",5,"0,29",5,"-1,06",13,"-1,97",14,"1,45",20,"3,12",23,"-0,32",1
3987702,AGMI,F6942,,,"-0,13",9,"-0,02",1,"-0,06",5,"-0,08",6,"0,29",8,"0,31",4,"0,40",4,"0,41",12,"0,58",13,"-0,10",20,"-2,06",23,"1,05",2
4231110,AGMI,F8023,,,"-0,13",10,"0,24",5,"0,00",6,"-0,19",6,"0,29",27,"-0,21",6,"-0,01",6,"-0,90",15,"-1,83",16,"-1,10",21,"-0,74",15,"-0,71",5
4527745,AGMI,F9711,,,"-0,13",9,"-0,17",2,"0,33",24,"0,73",27,"-0,38",27,"-0,44",4,"-0,60",4,"-1,55",5,"-2,39",5,"-2,86",20,"-2,70",21,"0,75",2
4528369,AGMI,G602,,,"-0,13",9,"-0,16",3,"0,00",6,"-0,17",7,"-0,05",28,"0,66",5,"0,78",5,"-1,36",14,"-2,37",15,"-3,58",14,"-3,46",14,"0,77",3
525992,AGMI,B8615,,,"-0,13",10,"-0,09",7,"-0,01",3,"0,00",3,"0,26",30,"-0,80",11,"-1,03",11,"-0,12",12,"-0,14",12,"-0,23",22,"-0,64",25,"-0,93",8
1467316,AGMI,B8963,,,"-0,13",1,"-0,11",1,"-0,08",2,"0,02",2,"0,12",25,"-0,33",2,"-0,43",2,"-0,29",1,"-0,36",2,"1,12",2,"-0,13",2,"0,08",2
622345,AGMI,B9360,,,"-0,13",8,"0,01",2,"0,03",2,"-0,01",1,"-0,99",26,"-0,31",4,"-0,44",4,"-0,01",12,"-0,14",13,"0,95",19,"-0,29",21,"-0,07",2
791091,AGMI,C3525,,,"-0,13",10,"-0,34",5,"-0,03",1,"-0,01",1,"0,79",26,"-0,06",2,"-0,04",2,"-0,77",12,"-0,83",13,"-1,69",19,"-2,79",22,"0,60",3
